placavehiculo,cilindraje,modelovehiculo,clasedevehiculo,tipodeservicio,numeromotorvehiculo,numerochasis,capacidadpasajeros,numerofacturadeventa,tipodecombustible,estado
EVL976,2300,1992,CAMIONETA,PARTICULAR,166385,TSC54226,2,362333,GASOLINA,ACTIVO
RIE47,100,2003,MOTOCICLETA,PARTICULAR,5VA204972,5VA204972,2,1415,GASOLINA,ACTIVO
WII25A,125,2009,MOTOCICLETA,PARTICULAR,24S1102114,9FKKE110E92102114,1,172,GASOLINA,ACTIVO
WIQ20A,149,2011,MOTOCICLETA,PARTICULAR,KC09E-5105178,9FMKC0924BF007015,1,,GASOLINA,ACTIVO
DTC25D,199,2014,MOTOCICLETA,PARTICULAR,JLZCDM66456,9FLA36FZ4EBF17724,1,15111,GASOLINA,ACTIVO
LAQ40B,125,2009,MOTOCICLETA,PARTICULAR,E3B6E-104501,9FKKE110P92104501,1,0,GASOLINA,ACTIVO
WIU06A,99,2012,MOTOCICLETA,PARTICULAR,DZMBUC04703,9FLDZC4Z6CAC15058,1,13264,GASOLINA,ACTIVO
WIK79A,125,2010,MOTOCICLETA,PARTICULAR,E3B6E135939,9FKKE1102A2135939,1,495,GASOLINA,TRASLADO
DTL23D,99,2015,MOTOCICLETA,PARTICULAR,DUZWEC39621,9FLA18AZ0FDK66387,1,18079,GASOLINA,ACTIVO
WIT25A,124,2012,MOTOCICLETA,PARTICULAR,E3F4E023732,9FKKE1393C2023732,1,1283,GASOLINA,ACTIVO
WIK39A,134,2010,MOTOCICLETA,PARTICULAR,JNGBSD89788,MD2JNB1ZXAVD00645,1,1865,GASOLINA,ACTIVO
EOU05A,80,1996,MOTOCICLETA,PARTICULAR,3NX091276,3NX091276,1,133,GASOLINA,ACTIVO
WGU85D,99.27,2016,MOTOCICLETA,PARTICULAR,DUZWFH63052,9FLA18AZ1GDC35248,1,21806,GASOLINA,ACTIVO
ABO139,3000,2008,CAMIONETA,PARTICULAR,604966,8LBETF1E480011217,5,,GASOLINA,ACTIVO
VDO78A,124,2010,MOTOCICLETA,PARTICULAR,157FMI-2*A1P24120*,9FSNF41J5AC121936,1,60151,GASOLINA,ACTIVO
SMI414,7127,2011,CAMION,PUBLICO,6HE1-417327,9GDFSR323BB029566,2,13751,ACPM,ACTIVO
AWG86A,100,2004,MOTOCICLETA,PARTICULAR,04A27E23786,04A27F06753,1,285,GASOLINA,ACTIVO
DTJ60D,124,2015,MOTOCICLETA,PARTICULAR,157FMILE182348,9F2B11250FE200931,1,217,GASOLINA,ACTIVO
HAH487,1600,1978,CAMPERO,PARTICULAR,12R1763279,F2017311,5,15,GASOLINA,ACTIVO
AWL91A,100,2003,MOTOCICLETA,PARTICULAR,1E50FMG-326746,9FSBE11A53C103671,1,1,GASOLINA,ACTIVO
ICB306,4000,1979,CAMION,PUBLICO,FE6050549A,DT961822,2,0,ACPM,ACTIVO
WIJ92A,4500,2009,MAQ INDUSTRIAL,OFICIAL,G4D19217,CAT0420ECHLS05884,1,2,GASOLINA,ACTIVO
WIW03A,144,2013,MOTOCICLETA,PARTICULAR,PFMBUK55589,9FLPFC1Z8DAG01640,1,,GASOLINA,ACTIVO
WGR53D,124,2016,MOTOCICLETA,PARTICULAR,E3F4E105813,9FKKE1390G2105813,1,5037,GASOLINA,ACTIVO
WIZ29A,124,2013,MOTOCICLETA,PARTICULAR,KN25SR2166876,9FLU62017DCB46602,1,14542,GASOLINA,ACTIVO
SMI178,7200,2008,VOLQUETA,PUBLICO,7G05835552M62045636,1M2AL02C88M008141,2,88177,GASOLINA,ACTIVO
ABO333,1598,2011,AUTOMOVIL,PARTICULAR,A690Q077770,9FBBSRALSBM007983,5,199,GASOLINA,ACTIVO
DTF69D,124,2015,MOTOCICLETA,PARTICULAR,157FMILE183417,9F2B11252FE201823,1,2808,GASOLINA,ACTIVO
GDW86C,178,2011,MOTOCICLETA,PARTICULAR,DJGBTD16726,MD2DJB5Z3BVD0063,1,13,GASOLINA,ACTIVO
WID27A,110,2008,MOTOCICLETA,PARTICULAR,5C92007525,9FKKE098M82007525,1,1000540,GASOLINA,ACTIVO
WGT91D,178.6,2016,MOTOCICLETA,PARTICULAR,DJZCFG63420,9FLA12DZ4GCA79009,1,2533,GASOLINA,ACTIVO
SKM180,2800,2005,CAMIONETA,PUBLICO,188289,9GDNHR5505B004310,2,0,ACPM,ACTIVO
WIR55A,124,2012,MOTOCICLETA,PARTICULAR,57C1015818,9FKKE1369C2015818,0,98,GASOLINA,ACTIVO
WHA70D,199,2018,MOTOCICLETA,PARTICULAR,0R1AH2006520,MD637AR12H2A16545,1,845,GASOLINA,ACTIVO
DTI41D,178,2015,MOTOCICLETA,PARTICULAR,DJZCEA05533,9FLDJC5ZXFAG48862,1,17256,GASOLINA,ACTIVO
WIB86A,125,2008,MOTOCICLETA,PARTICULAR,DSGBPE49190,MD2DSB5Z18VE00997,2,605,GASOLINA,ACTIVO
JLB406,1400,1988,AUTOMOVIL,PARTICULAR,JLB406RGDO,362629,5,643,GASOLINA,ACTIVO
NFV35B,135,2009,MOTOCICLETA,PARTICULAR,JNGBRB47013,MD2JNB1Z09VB03687,1,120415,GASOLINA,ACTIVO
HBB231,1400,1985,AUTOMOVIL,PARTICULAR,M801270,F0101270,4,6277,GASOLINA,ACTIVO
WAC227,1400,1988,AUTOMOVIL,PARTICULAR,M410935,350768,5,7379,GASOLINA,ROBADO
LXL63B,135,2009,MOTOCICLETA,PARTICULAR,JNGBRC73234,MD2JNB1Z59VC01856,1,0,GASOLINA,ACTIVO
AVZ15A,125,2003,MOTOCICLETA,PARTICULAR,5GP012571,9FK5GP11F21012571,1,2856,GASOLINA,ACTIVO
CVT628,1600,2008,AUTOMOVIL,PARTICULAR,F16D3810161C,9GATJ61668B015032,5,68791,GASOLINA,ACTIVO
WIL17A,153,2010,MOTOCICLETA,PARTICULAR,45D1014951,9FKKG0346A2014951,1,,GASOLINA,ACTIVO
WII06A,110,2009,MOTOCICLETA,PARTICULAR,5C92013501,9FKKE098C92013501,1,162,GASOLINA,ACTIVO
WIP78A,97,2012,MOTOCICLETA,PARTICULAR,HA12EFB9D08480,9FMHA1226CF000780,1,1443,GASOLINA,ACTIVO
WGT37D,168.9,2016,MOTOCICLETA,PARTICULAR,SG1P61QMI20160123,LP5TCL607G0200196,1,2760,GASOLINA,ACTIVO
WIS50A,124.6,2012,MOTOCICLETA,PARTICULAR,KN25SR2114151,9FLU62013CCH04606,0,12905,GASOLINA,ACTIVO
ABO012,1000,2006,AUTOMOVIL,PARTICULAR,B10S1430526KA2,9GAMM61086B000715,5,,GASOLINA,ACTIVO
WMP73C,99,2013,MOTOCICLETA,PARTICULAR,DUMBVB54903,9FLDUC4Z6DAL73168,1,148,GASOLINA,ACTIVO
WIT41A,124,2012,MOTOCICLETA,PARTICULAR,JZMBUE44359,9FLJZC1Z5CAB05240,1,13094,GASOLINA,ACTIVO
MAP873,1600,1996,CAMPERO,PARTICULAR,HD0519980,JDA00F30000087469,5,0,GASOLINA,ACTIVO
MSU230,1598,2015,CAMIONETA,PARTICULAR,A690Q249267,9FBHSRAA5FM421829,5,1995,GASOLINA,ACTIVO
BDH146,4570,1994,CAMION,PUBLICO,462602,NLD66703,3,0,ACPM,ACTIVO
WIB11A,125,2008,MOTOCICLETA,PARTICULAR,157FM136006043,LALKD4038B930056,1,326,GASOLINA,ACTIVO
AFJ88B,100,2005,MOTOCICLETA,PARTICULAR,5VA300791,9FKKB004P51300791,1,483,GASOLINA,ACTIVO
YCP64,125,2005,MOTOCICLETA,PARTICULAR,F453TH607002,9FSBF44P25C106867,1,6113,GASOLINA,ACTIVO
NAE479,1400,2002,AUTOMOVIL,PARTICULAR,A712D099752,9FBBB0L122M001312,5,11487,GASOLINA,TRASLADO
DTG12D,177,2015,MOTOCICLETA,PARTICULAR,0E6AE2252898,MD634KE69E2A12858,1,1169,GASOLINA,ACTIVO
CEB76B,110,2006,MOTOCICLETA,PARTICULAR,5AV536476,9FK2P611S61536476,1,1176,GASOLINA,ACTIVO
WIC51A,99,2008,MOTOCICLETA,PARTICULAR,DUMBPD67636,MD2DZB3Z8FD02712,1,747,GASOLINA,ACTIVO
ABO187,1000,2009,AUTOMOVIL,PARTICULAR,B10S1186650KC2,9GAMM61019B137595,4,3501,GASOLINA,ACTIVO
RCI371,2600,1982,CAMIONETA,PARTICULAR,TD27439717,FJ60027512,5,0,ACPM,ACTIVO
DTF54D,199.5,2014,MOTOCICLETA,PARTICULAR,JLZCDB84606,9FLA36FZXEBB36203,1,22,GASOLINA,ACTIVO
BEB61B,98,2006,MOTOCICLETA,PARTICULAR,5VA307568,9FKKB004H61307568,1,1045248,GASOLINA,ACTIVO
TAM029,2771,2014,CAMIONETA,PUBLICO,328821,9GDNLR552EB008163,2,0,ACPM,ACTIVO
WGS62D,124,2016,MOTOCICLETA,PARTICULAR,KN25SR2229487,9FLU62012GCK32658,1,21032,GASOLINA,ACTIVO
DTM40D,136.66,2015,MOTOCICLETA,PARTICULAR,JEZWED81517,9FLA17CZXFAL02885,1,18592,GASOLINA,ACTIVO
MSU052,1998,2013,CAMIONETA,PARTICULAR,A402C015049,9FBHSRAJ6DM018249,5,889,GASOLINA,ACTIVO
BUO481,4300,1996,CAMPERO,PARTICULAR,9TV302431,BZNDT13W9TV302431,5,2002,GASOLINA,ACTIVO
QHZ554,3000,2009,CAMIONETA,PARTICULAR,694275,8LBETF4E590000157,5,0,ACPM,ACTIVO
DTJ06D,99.27,2015,MOTOCICLETA,PARTICULAR,DUZWEC16615,9FLDUC4ZXFDH60164,1,17394,GASOLINA,ACTIVO
DTJ81D,177,2015,MOTOCICLETA,PARTICULAR,0E6AE2258007,MD634KE62E2A17139,1,4838,GASOLINA,ACTIVO
XID772,8500,2001,BUS,PUBLICO,4070116,9BYC22K1S1C001021,28,667,ACPM,ACTIVO
DVA126,2400,1983,CAMIONETA,PARTICULAR,QD32010733A,FJ45939189,2,7527,ACPM,ACTIVO
ABO450,1998,2012,CAMIONETA,PARTICULAR,6.7195E+13,KPTA0A1SSCP009608,5,1833,GASOLINA,ACTIVO
MSU503,1998,2017,CAMPERO,PARTICULAR,E410C045281,9FBHSR5B3HM474479,5,2569,GASOLINA,ACTIVO
WIU68A,178,2012,MOTOCICLETA,PARTICULAR,DJGBUJ52608,9FLDJC5Z7CAD13277,1,803,GASOLINA,ACTIVO
ABO065,1400,2007,AUTOMOVIL,PARTICULAR,G4EE6653988,KMHCN41AP7U127463,5,4010,GASOLINA,ACTIVO
LNJ610,2000,1987,CAMIONETA,PARTICULAR,TD27208811,B200000987,2,406,ACPM,ACTIVO
DTC55D,152.9,2014,MOTOCICLETA,PARTICULAR,45D3045726,9FKKG0343E2045726,1,3186,GASOLINA,ACTIVO
DTG95D,124.59,2015,MOTOCICLETA,PARTICULAR,JEZWDG51909,9FLA37CZ2FCE56184,1,16931,GASOLINA,ACTIVO
WIZ91A,124,2013,MOTOCICLETA,PARTICULAR,E3F4E062325,9FKKE1397D2062325,0,2949,GASOLINA,ACTIVO
PMA65B,178,2011,MOTOCICLETA,PARTICULAR,DJGBTA72534,MD2DJB5Z5BVA0082,1,0,GASOLINA,ACTIVO
WIY93A,124,2014,MOTOCICLETA,PARTICULAR,JEZWCH73543,9FLA37CZ0EAA01795,1,14449,GASOLINA,ACTIVO
TIK522,1500,1989,AUTOMOVIL,PARTICULAR,E5481713,323NT301248,4,2936,GASOLINA,ACTIVO
XZG422,1500,2003,AUTOMOVIL,PUBLICO,G4EB2259740,KMHCG51GP3U181193,4,5017,GASOLINA,INSERVIBLE
MSU460,995,2017,AUTOMOVIL,PARTICULAR,B10S1152270128,9GAMM6103HB003556,5,9489,GASOLINA,ACTIVO
NKK188,2000,1990,CAMIONETA,PARTICULAR,FE784597,B200007410,2,2701,GASOLINA,ACTIVO
OKA212,5800,1986,CAMION,PARTICULAR,FE6006055A,CM604718,2,0,ACPM,ACTIVO
WIY56A,124,2013,MOTOCICLETA,PARTICULAR,157FMIJE230139,9F2B11251CE211111,1,95,GASOLINA,ACTIVO
NIR84B,135,2009,MOTOCICLETA,PARTICULAR,JNGBRE29695,MD2JNB1Z79VE00018,1,2045,GASOLINA,ACTIVO
VXI692,2771,2007,MICRO BUS,PUBLICO,272433,9GCNKR5557B004280,19,0,ACPM,ACTIVO
TJY224,5200,2015,CAMION,PUBLICO,4HK1-295143,9GDFRR903FB040526,2,7974,ACPM,ACTIVO
ABO269,2199,2011,CAMPERO,PARTICULAR,D4HBAU166651,KNAKU814DB5075567,7,,ACPM,ACTIVO
ABO156,1991,2009,AUTOMOVIL,PARTICULAR,D4EA8595306,KMHJM81VP9U934716,5,1129,GASOLINA,ACTIVO
FAD887,1300,1957,AUTOMOVIL,PARTICULAR,1533451,N/N,5,0,GASOLINA,ACTIVO
MSU108,1396,2014,AUTOMOVIL,PARTICULAR,G4FADS478702,KNADN512AE6841364,5,3841,GASOLINA,ACTIVO
DBN923,1600,2009,AUTOMOVIL,PARTICULAR,F16D3867665C,9GATJ61609B113569,5,58719,GASOLINA,ACTIVO
WGZ13D,124,2016,MOTOCICLETA,PARTICULAR,XS1P52QMI-3A15007564,9F2A51253G5007210,1,,GASOLINA,ACTIVO
DTK78D,124.6,2015,MOTOCICLETA,PARTICULAR,JZZWEA07656,9FLA15BZ2FBL45620,1,17911,GASOLINA,ACTIVO
WII39A,110,2009,MOTOCICLETA,PARTICULAR,KB201721784,LC2B800049180330,1,10017,GASOLINA,ACTIVO
ABO140,2500,2008,CAMIONETA,PARTICULAR,2KD6007310,MR0FR22G080640454,5,,GASOLINA,ACTIVO
XJE77A,101,2004,MOTOCICLETA,PARTICULAR,KYSF204900767,RFBSF20AF49000641,1,1517,GASOLINA,ACTIVO
SMI401,4570,2011,BUSETA,PUBLICO,841612,9GCNPR718BB032403,26,6566,ACPM,ACTIVO
SVF362,4570,2007,CAMION,PUBLICO,366836,9GDNPR7177B006426,2,,ACPM,ACTIVO
RFZ14,80,1988,MOTOCICLETA,PARTICULAR,3NX005696,3NX005696,1,1603,GASOLINA,ACTIVO
RKK842,1598,2012,AUTOMOVIL,PARTICULAR,F16D38843611,9GATJ6366CB011469,5,0,GASOLINA,ACTIVO
WIH65A,125,2009,MOTOCICLETA,PARTICULAR,E3B6E106322,9FKKE11ON92106322,1,139,GASOLINA,ACTIVO
WGX61D,97.2,2017,MOTOCICLETA,PARTICULAR,HA11EJG9D54607,9G5HA11A4HV004055,1,97,GASOLINA,ACTIVO
SMI160,7600,2008,VOLQUETA,PUBLICO,35192052,3HTWYAHT88N573211,2,359922004,ACPM,ACTIVO
WIX28A,113,2013,MOTOCICLETA,PARTICULAR,E3H4E029537,9FKKE1372D2029537,1,2565,GASOLINA,ACTIVO
SMI002,2500,2005,CAMIONETA,PUBLICO,D4BH4066460,kMJWWH7HP5U653425,8,1648,GASOLINA,ACTIVO
LDC691,3500,1974,CAMIONETA,PARTICULAR,QD32-192033,F18YEU42185,2,170,ACPM,ACTIVO
LLE364,5500,1980,VOLQUETA,PUBLICO,FE6005337C,DT9B2515,2,530,ACPM,ACTIVO
WIY69A,124,2013,MOTOCICLETA,PARTICULAR,157FMIKE161207,9F2B31251DE208060,1,99,GASOLINA,ACTIVO
TJY398,5200,2018,CAMION,PUBLICO,4HK1-571330,9GDFRR901JB001085,1,10305,GASOLINA,ACTIVO
WIQ04A,134,2011,MOTOCICLETA,PARTICULAR,JEGBTM70290,9FLJDC1Z9BCE12041,1,12092,GASOLINA,ACTIVO
WIX60A,94,2013,MOTOCICLETA,PARTICULAR,PFMBUK61294,9FLPFC3Z4DAH01392,1,14117,GASOLINA,ACTIVO
WII05A,125,2009,MOTOCICLETA,PARTICULAR,E3B4E001473,9FK3B211S92001473,1,160,GASOLINA,ACTIVO
NWU64C,124,2012,MOTOCICLETA,PARTICULAR,157FMIJE148781,9F2B11256CE204235,1,0,GASOLINA,ACTIVO
BIP577,1300,1998,AUTOMOVIL,PARTICULAR,G4EHV080427,KMHVA21LPWU255360,5,6,GASOLINA,ACTIVO
BIN328,1300,1997,AUTOMOVIL,PARTICULAR,JE0003644,N/N,5,393615,GASOLINA,ACTIVO
CXA404,1600,2008,AUTOMOVIL,PARTICULAR,F16D3806914C,9GATJ58688B013511,5,0,GASOLINA,ACTIVO
TTZ144,5193,2013,CAMION,PUBLICO,4HK1-016803,9GDN1R754DB028349,2,0,ACPM,ACTIVO
ABO173,1000,2009,AUTOMOVIL,PARTICULAR,B10S1112571KC2,9GAMM61009B118083,4,3291,GASOLINA,ACTIVO
MSU530,1796,2016,CAMIONETA,PARTICULAR,CGL177759,3GNCJ8EE9GL177759,5,9839,GASOLINA,ACTIVO
WIT54A,94,2012,MOTOCICLETA,PARTICULAR,PFMBUM76449,9FLPFC2Z6CCE01907,1,13449,GASOLINA,ACTIVO
DTM44D,124.8,2015,MOTOCICLETA,PARTICULAR,E3M2E100759,9FKKE2012F2100759,1,4392,GASOLINA,ACTIVO
NVK848,2500,1990,CAMION,PARTICULAR,C104780,T4500111,2,204,ACPM,ACTIVO
DTL83D,124,2014,MOTOCICLETA,PARTICULAR,157FMILE070561,9F2B21256EE203330,1,720536919,GASOLINA,ACTIVO
AYK921,2000,2006,CAMPERO,PARTICULAR,J20A283952,8LDCSV35560014388,4,43992,GASOLINA,ACTIVO
WHA54D,124,2017,MOTOCICLETA,PARTICULAR,FF4AG1044914,MD625BF47G1A00903,1,832,GASOLINA,ACTIVO
WIX17A,153,2013,MOTOCICLETA,PARTICULAR,45D3021448,9FKKG0482D2021448,1,2546,GASOLINA,TRASLADO
WIV14A,149,2012,MOTOCICLETA,PARTICULAR,KC09E-5111911,9FMKC0922CF007306,1,94,GASOLINA,ACTIVO
WIU60A,97,2012,MOTOCICLETA,PARTICULAR,HA11EDB9L18041,9FMHA1129CF023455,1,1393,GASOLINA,ACTIVO
TJY382,15989,2018,AUTOMOVIL,PUBLICO,A812Q009429,9FB4SREB4JM767663,5,2744,GASOLINA,ACTIVO
EDV70A,110,2002,MOTOCICLETA,PARTICULAR,4ST489826,9FK5GE11521489826,1,4665,GASOLINA,ACTIVO
WIS33A,134.66,2012,MOTOCICLETA,PARTICULAR,JEGBUE68012,9FLJDC1Z3CCM35314,0,2423,GASOLINA,ACTIVO
QEC872,1400,1997,CAMPERO,PARTICULAR,G13BA661435,SS97661321,5,3203,GASOLINA,ACTIVO
DTC32D,149,2012,MOTOCICLETA,PARTICULAR,G423-160851,MB8NG49BMC8105714,1,5362,GASOLINA,ACTIVO
ZIL46C,199,2013,MOTOCICLETA,PARTICULAR,JLZCCH38442,9FLA36FZ9EBB03516,1,414,GASOLINA,ACTIVO
GUA426,2500,1959,CAMPERO,PARTICULAR,4J228370,5754894577,5,0,GASOLINA,ACTIVO
EWN402,2400,1998,CAMIONETA,PARTICULAR,KA24689807M,3M1CD11SXZK000488,2,6189,GASOLINA,ACTIVO
DTM16D,124.8,2015,MOTOCICLETA,PARTICULAR,E3M2E095626,9FKKE2010F2095626,1,4313,GASOLINA,ACTIVO
MAG57B,1000,2008,MOTOCICLETA,PARTICULAR,N513E043028,RN165014326,1,0,ACPM,ACTIVO
WIU75A,134,2013,MOTOCICLETA,PARTICULAR,JEGBUH16144,9FLJDC1Z1DAE50975,1,13707,GASOLINA,ACTIVO
WIT67A,107,2012,MOTOCICLETA,PARTICULAR,KB201739516,9FLB80006CCK04711,1,2549,GASOLINA,ACTIVO
WIL07A,124,2010,MOTOCICLETA,PARTICULAR,22P3004722,9FK5YY115A2004722,1,104087060,GASOLINA,ACTIVO
WIQ42A,124,2012,MOTOCICLETA,PARTICULAR,E3F4E015864,9FKKE1392C2015864,1,1537,GASOLINA,ACTIVO
NQV98,125,1995,MOTOCICLETA,PARTICULAR,3TL040255,3TL040255,1,95,GASOLINA,ACTIVO
FHO459,1600,2010,AUTOMOVIL,PARTICULAR,F710Q016049,9FBLSRAHBAM026177,5,10259137,GASOLINA,ACTIVO
FBN349,2400,2005,CAMPERO,PARTICULAR,4G64-KM3773,9FJONV11450006288,5,0,ACPM,ACTIVO
SMI224,3856,2008,CAMION,PUBLICO,CY4102BZLQ07073232,LJ11KDBC981000299,2,4370050,GASOLINA,ACTIVO
WIZ84A,99,2013,MOTOCICLETA,PARTICULAR,DUZWCJ21938,9FLDUC4Z2DAC86046,1,14728,GASOLINA,ACTIVO
FRI88,110,2000,MOTOCICLETA,PARTICULAR,4ST251445,4ST251445,2,403,GASOLINA,ACTIVO
ABO069,1300,2007,AUTOMOVIL,PARTICULAR,1806750,JDAM301S001055946,4,1702003096,GASOLINA,ACTIVO
LUA832,1000,1993,AUTOMOVIL,PARTICULAR,G10374235,N/N,4,360551,GASOLINA,ACTIVO
MAQ328,1600,1996,AUTOMOVIL,PARTICULAR,M600495,CL303201,5,9273,GASOLINA,ACTIVO
EWS987,1500,1999,AUTOMOVIL,PARTICULAR,A15SMS2667248,KLATF69YEXB403000,4,701684,GASOLINA,ACTIVO
DTC58D,124.59,2014,MOTOCICLETA,PARTICULAR,JEZWDA99200,9FLA37CZXECF25010,1,25326,GASOLINA,ACTIVO
WIU27A,178,2012,MOTOCICLETA,PARTICULAR,DJGBUJ47216,9FLDJC5Z2CAC11952,1,13330,GASOLINA,ACTIVO
TJY409,4009,2018,CAMIONETA,PUBLICO,N04CVC13676,9F3BCN4H9J2104570,2,267267,GASOLINA,ACTIVO
MSU618,1598,2018,AUTOMOVIL,PARTICULAR,1JS900080,3G1J85CC4JS900080,5,10579,GASOLINA,ACTIVO
LEA112,4000,1979,CAMPERO,PARTICULAR,QD32007828,LG6079945,8,193,ACPM,ACTIVO
TMJ083,5800,1959,VOLQUETA,PUBLICO,H06CTE26401,F60D9E31063,2,0,ACPM,ACTIVO
ZTZ08A,110,2009,MOTOCICLETA,PARTICULAR,5AV-519383,9FK2P611C61519383,1,6193,GASOLINA,ACTIVO
DTH92D,124,2015,MOTOCICLETA,PARTICULAR,E3F4E083692,9FKKE1393F2083692,1,4003,GASOLINA,ACTIVO
ZCA468,3000,1985,CAMIONETA,PARTICULAR,3F0284945,FJ60048146,4,0,GASOLINA,ACTIVO
WGR96D,124.6,2016,MOTOCICLETA,PARTICULAR,JZZWED19730,9FLA15BZ7GAH54688,1,20754,GASOLINA,ACTIVO
SMI118,7200,2008,VOLQUETA,PUBLICO,6Z08235552M63538223,1M2AL02C48M008010,2,87494,GASOLINA,ACTIVO
LXH59E,149,2018,MOTOCICLETA,PARTICULAR,KD07E2271369,9FMKD0724JF003688,1,574,GASOLINA,ACTIVO
WIG66A,135,2009,MOTOCICLETA,PARTICULAR,JNGBRC57577,MD2JNB1Z59VC00111,1,1473,GASOLINA,ACTIVO
LEA839,1600,1980,CAMPERO,PARTICULAR,12R2201342,F20101374,5,465,GASOLINA,ACTIVO
EWG40D,124,2014,MOTOCICLETA,PARTICULAR,KN25SR2176729,N/N,0,0,GASOLINA,ACTIVO
DTE60D,124,2014,MOTOCICLETA,PARTICULAR,157FMILE091465,9F2B11256EE209700,1,2024,GASOLINA,ACTIVO
BAZ081,140000,1991,TRACTOCAMION,PUBLICO,30328505,CHA01506,2,0,ACPM,ACTIVO
BEW842,1300,1994,AUTOMOVIL,PARTICULAR,E3349993,323HE19027,5,5667,GASOLINA,ACTIVO
LXH25E,179,2018,MOTOCICLETA,PARTICULAR,163FMKPQ426225,9F2A8180XJ5001137,1,937,GASOLINA,ACTIVO
WID87A,110,2008,MOTOCICLETA,PARTICULAR,5C92001691,9FKKE098D82001691,1,,GASOLINA,ACTIVO
LKF013,3500,1971,CAMION,PUBLICO,94033305,N/N,2,116500,ACPM,ACTIVO
TAJ847,3500,1960,BUS,PUBLICO,FE6202078CDIESEL,M60D0E11627,40,0,ACPM,ACTIVO
MCF35D,199,2015,MOTOCICLETA,PARTICULAR,JLZCED92037,9FLA36FZ6FBJ49934,1,0,GASOLINA,ACTIVO
DTD14D,124.59,2014,MOTOCICLETA,PARTICULAR,JEZWDA97695,9FLA37CZ1ECF24120,1,15479,GASOLINA,ACTIVO
ITQ142,1600,1994,AUTOMOVIL,PARTICULAR,G16A841208,N/N,5,0,GASOLINA,ACTIVO
BNY553,1800,2003,AUTOMOVIL,PARTICULAR,UDH325235,9BWCC05X33P047244,5,10677,GASOLINA,TRASLADO
WIH51A,125,2009,MOTOCICLETA,PARTICULAR,22P1003405,9FK5YY11X92003405,1,135,GASOLINA,ACTIVO
NAH980,1400,2004,AUTOMOVIL,PARTICULAR,A712D114030,9FBBB0L014M801810,5,12661,GASOLINA,ACTIVO
ABO432,1149,2012,AUTOMOVIL,PARTICULAR,C708Q049334,9FBC06V05CL049162,4,1461,GASOLINA,ACTIVO
WIE65A,98,2008,MOTOCICLETA,PARTICULAR,1E50FMGXJ249501,LLCJPG0X7B540866,1,578,GASOLINA,ACTIVO
ABO397,1000,2012,AUTOMOVIL,PARTICULAR,B10S1772808KC2,9GAMM6106CB028671,5,,GASOLINA,ACTIVO
UFP352,4000,1996,CAMION,PUBLICO,537522,NL95473603,2,0,ACPM,ACTIVO
WIX85A,94,2013,MOTOCICLETA,PARTICULAR,PFZWCD32723,9FLPFC2Z2DAL07369,1,14175,GASOLINA,ACTIVO
LXH73E,124.8,2018,MOTOCICLETA,PARTICULAR,E3M2E172103,9FKKE2003J2172103,1,743,GASOLINA,ACTIVO
CHH143,993,1992,AUTOMOVIL,PARTICULAR,G10331992,N/N,4,651,GASOLINA,ACTIVO
WIC89A,110,2008,MOTOCICLETA,PARTICULAR,5AV750002,9FK2P611D82750002,1,1820,GASOLINA,ACTIVO
SNC463,10000,1980,CAMION,PUBLICO,10882732,CH050311,2,10309,ACPM,ACTIVO
QEA424,4900,1993,CAMIONETA,PARTICULAR,FD42006586,A19155,2,2,ACPM,ACTIVO
PNZ08C,153,2012,MOTOCICLETA,PARTICULAR,45D3008290,9FKKG034C2008290,1,3357,GASOLINA,ACTIVO
FSD40B,110,2007,MOTOCICLETA,PARTICULAR,5AV711329,9FK2P611172711328,1,0,GASOLINA,ACTIVO
WIA74A,100,2007,MOTOCICLETA,PARTICULAR,1E50FMGS0118889,9FSBE11A37C224558,1,821,GASOLINA,ACTIVO
ZRM466,3000,2006,CAMIONETA,PARTICULAR,ZD30002792K,JN1CNUD2270739925,5,99,ACPM,ACTIVO
DTE82D,124,2014,MOTOCICLETA,PARTICULAR,E3F4E072347,9FKKE139XE2072347,1,3606,GASOLINA,ACTIVO
SOO536,7127,2007,CAMION,PUBLICO,6HE1409071,JALFTR32M77000574,2,166500,ACPM,ACTIVO
WGZ05D,154.9,2017,MOTOCICLETA,PARTICULAR,BGA1-288978,9FSNG4BD0HC104882,1,27,GASOLINA,ACTIVO
WGT99D,177,2016,MOTOCICLETA,PARTICULAR,0E6AG2145408,MD634KE6XG2A40235,1,2638,GASOLINA,ACTIVO
TXA273,2771,2011,CAMIONETA,PUBLICO,953509,9GDNHR558BB037342,2,0,ACPM,ACTIVO
WIE48A,125,2007,MOTOCICLETA,PARTICULAR,ZS1P52QMI97161829,LZSTCJPG476002742,1,2134,GASOLINA,ACTIVO
WGY47D,99.27,2017,MOTOCICLETA,PARTICULAR,DUZWGB15441,9FLA18AZ6HAL70256,1,23206,GASOLINA,ACTIVO
WIJ06A,178,2009,MOTOCICLETA,PARTICULAR,DJGBRK12315,MD2DJB4Z79VK00421,0,10278,GASOLINA,ACTIVO
WHK521,1300,2004,AUTOMOVIL,PUBLICO,B3903840,9FCBT42B440005552,4,10331,GASOLINA,ACTIVO
WIG89A,125,2009,MOTOCICLETA,PARTICULAR,KN252710078,LC2U6200792700303,1,3612069,GASOLINA,ACTIVO
WIL73A,114,2011,MOTOCICLETA,PARTICULAR,E3H4E002362,9FKKE1375B2002362,1,,GASOLINA,ACTIVO
